Date,Issue number,Weekday,Sequence,Random Sequence
1897-12-08,,Wednesday,1545,2689
1897-12-09,,Thursday,1546,3001
1897-12-10,,Friday,1547,3502
1897-12-11,,Saturday,1548,940
1897-12-13,,Monday,1549,3552
1897-12-14,,Tuesday,1550,1239
1897-12-15,,Wednesday,1551,3544
1897-12-16,,Thursday,1552,79
1897-12-17,,Friday,1553,189
1897-12-18,,Saturday,1554,2545
1897-12-20,,Monday,1555,5
1897-12-21,,Tuesday,1556,1761
1897-12-22,,Wednesday,1557,2335
1897-12-23,,Thursday,1558,2977
1897-12-24,,Friday,1559,3344
1897-12-25,,Saturday,1560,1069
1897-12-27,,Monday,1561,3041
1897-12-28,,Tuesday,1562,1225
1897-12-29,,Wednesday,1563,265
1897-12-30,,Thursday,1564,3296
1897-12-31,,Friday,1565,1053
1898-01-01,,Saturday,1566,2743
1898-01-03,,Monday,1567,3510
1898-01-04,,Tuesday,1568,2566
1898-01-05,,Wednesday,1569,658
1898-01-06,,Thursday,1570,1982
1898-01-07,,Friday,1571,1297
1898-01-08,,Saturday,1572,1895
1898-01-10,,Monday,1573,2044
1898-01-11,,Tuesday,1574,1067
1898-01-12,,Wednesday,1575,2910
1898-01-13,,Thursday,1576,2355
1898-01-14,,Friday,1577,2204
1898-01-15,,Saturday,1578,1969
1898-01-17,,Monday,1579,1905
1898-01-18,,Tuesday,1580,3020
1898-01-19,,Wednesday,1581,3271
1898-01-20,,Thursday,1582,3606
1898-01-21,,Friday,1583,1109
1898-01-22,,Saturday,1584,1744
1898-01-24,,Monday,1585,2102
1898-01-25,,Tuesday,1586,2461
1898-01-26,,Wednesday,1587,269
1898-01-27,,Thursday,1588,2916
1898-01-28,,Friday,1589,360
1898-01-29,,Saturday,1590,1421
1898-01-31,,Monday,1591,680
1898-02-01,,Tuesday,1592,3476
1898-02-02,,Wednesday,1593,1846
1898-02-03,,Thursday,1594,1479
1898-02-04,,Friday,1595,104
1898-02-05,,Saturday,1596,2357
1898-02-07,,Monday,1597,1464
1898-02-08,,Tuesday,1598,263
1898-02-09,,Wednesday,1599,6
1898-02-10,,Thursday,1600,2407
1898-02-11,,Friday,1601,2712
1898-02-12,,Saturday,1602,330
1898-02-14,,Monday,1603,843
1898-02-15,,Tuesday,1604,97
1898-02-16,,Wednesday,1605,3536
1898-02-17,,Thursday,1606,2759
1898-02-18,,Friday,1607,2908
1898-02-19,,Saturday,1608,1906
1898-02-21,,Monday,1609,2901
1898-02-22,,Tuesday,1610,2589
1898-02-23,,Wednesday,1611,244
1898-02-24,,Thursday,1612,1561
1898-02-25,,Friday,1613,1720
1898-02-26,,Saturday,1614,2226
1898-02-28,,Monday,1615,3672
1898-03-01,,Tuesday,1616,2035
1898-03-02,,Wednesday,1617,1881
1898-03-03,,Thursday,1618,1864
1898-03-04,,Friday,1619,427
1898-03-05,,Saturday,1620,3083
1898-03-07,,Monday,1621,2173
1898-03-08,,Tuesday,1622,264
1898-03-09,,Wednesday,1623,3088
1898-03-10,,Thursday,1624,1647
1898-03-11,,Friday,1625,2773
1898-03-12,,Saturday,1626,3679
1898-03-14,,Monday,1627,3270
1898-03-15,,Tuesday,1628,2796
1898-03-16,,Wednesday,1629,1903
1898-03-17,,Thursday,1630,3617
1898-03-18,,Friday,1631,385
1898-03-19,,Saturday,1632,91
1898-03-21,,Monday,1633,589
1898-03-22,,Tuesday,1634,784
1898-03-23,,Wednesday,1635,1753
1898-03-24,,Thursday,1636,1763
1898-03-25,,Friday,1637,1752
1898-03-26,,Saturday,1638,1724
1898-03-28,,Monday,1639,3520
1898-03-29,,Tuesday,1640,794
1898-03-30,,Wednesday,1641,1321
1898-03-31,,Thursday,1642,653
1898-04-01,,Friday,1643,1797
1898-04-02,,Saturday,1644,1892
1898-04-04,,Monday,1645,3404
1898-04-05,,Tuesday,1646,1539
1898-04-06,,Wednesday,1647,2954
1898-04-07,,Thursday,1648,2993
1898-04-08,,Friday,1649,2362
1898-04-09,,Saturday,1650,547
1898-04-11,,Monday,1651,1357
1898-04-12,,Tuesday,1652,3095
1898-04-13,,Wednesday,1653,3151
1898-04-14,,Thursday,1654,415
1898-04-15,,Friday,1655,591
1898-04-16,,Saturday,1656,1641
1898-04-18,,Monday,1657,1908
1898-04-19,,Tuesday,1658,2583
1898-04-20,,Wednesday,1659,739
1898-04-21,,Thursday,1660,1254
1898-04-22,,Friday,1661,1307
1898-04-23,,Saturday,1662,3665
1898-04-25,,Monday,1663,2213
1898-04-26,,Tuesday,1664,695
1898-04-27,,Wednesday,1665,65
1898-04-28,,Thursday,1666,107
1898-04-29,,Friday,1667,369
1898-04-30,,Saturday,1668,3611
1898-05-02,,Monday,1669,2956
1898-05-03,,Tuesday,1670,137
1898-05-04,,Wednesday,1671,560
1898-05-05,,Thursday,1672,2896
1898-05-06,,Friday,1673,2760
1898-05-07,,Saturday,1674,2052
1898-05-09,,Monday,1675,362
1898-05-10,,Tuesday,1676,314
1898-05-11,,Wednesday,1677,1847
1898-05-12,,Thursday,1678,49
1898-05-13,,Friday,1679,2251
1898-05-14,,Saturday,1680,872
1898-05-16,,Monday,1681,3283
1898-05-17,,Tuesday,1682,2604
1898-05-18,,Wednesday,1683,1367
1898-05-19,,Thursday,1684,400
1898-05-20,,Friday,1685,2241
1898-05-21,,Saturday,1686,1501
1898-05-23,,Monday,1687,825
1898-05-24,,Tuesday,1688,531
1898-05-25,,Wednesday,1689,3306
1898-05-26,,Thursday,1690,143
1898-05-27,,Friday,1691,1126
1898-05-28,,Saturday,1692,203
1898-05-30,,Monday,1693,1442
1898-05-31,,Tuesday,1694,2629
1898-06-01,,Wednesday,1695,2614
1898-06-02,,Thursday,1696,1515
1898-06-03,,Friday,1697,3110
1898-06-04,,Saturday,1698,1844
1898-06-06,,Monday,1699,3293
1898-06-07,,Tuesday,1700,3395
1898-06-08,,Wednesday,1701,897
1898-06-09,,Thursday,1702,1747
1898-06-10,,Friday,1703,3312
1898-06-11,,Saturday,1704,3179
1898-06-13,,Monday,1705,2254
1898-06-14,,Tuesday,1706,642
1898-06-15,,Wednesday,1707,2026
1898-06-16,,Thursday,1708,2812
1898-06-17,,Friday,1709,1115
1898-06-18,,Saturday,1710,3329
1898-06-20,,Monday,1711,1044
1898-06-21,,Tuesday,1712,2377
1898-06-22,,Wednesday,1713,3196
1898-06-23,,Thursday,1714,2572
1898-06-24,,Friday,1715,3463
1898-06-25,,Saturday,1716,2353
1898-06-27,,Monday,1717,3049
1898-06-28,,Tuesday,1718,2329
1898-06-29,,Wednesday,1719,2027
1898-06-30,,Thursday,1720,3477
1898-07-01,,Friday,1721,2059
1898-07-02,,Saturday,1722,2436
1898-07-04,,Monday,1723,2960
1898-07-05,,Tuesday,1724,287
1898-07-06,,Wednesday,1725,2110
1898-07-07,,Thursday,1726,345
1898-07-08,,Friday,1727,1288
1898-07-09,,Saturday,1728,2419
1898-07-11,,Monday,1729,528
1898-07-12,,Tuesday,1730,164
1898-07-13,,Wednesday,1731,1774
1898-07-14,,Thursday,1732,2992
1898-07-15,,Friday,1733,2077
1898-07-16,,Saturday,1734,1449
1898-07-18,,Monday,1735,1133
1898-07-19,,Tuesday,1736,1322
1898-07-20,,Wednesday,1737,3703
1898-07-21,,Thursday,1738,1702
1898-07-22,,Friday,1739,780
1898-07-23,,Saturday,1740,1038
1898-07-25,,Monday,1741,2994
1898-07-26,,Tuesday,1742,3364
1898-07-27,,Wednesday,1743,2485
1898-07-28,,Thursday,1744,2682
1898-07-29,,Friday,1745,3712
1898-07-30,,Saturday,1746,698
1898-08-01,,Monday,1747,2291
1898-08-02,,Tuesday,1748,1025
1898-08-03,,Wednesday,1749,3747
1898-08-04,,Thursday,1750,3299
1898-08-05,,Friday,1751,2889
1898-08-06,,Saturday,1752,3033
1898-08-08,,Monday,1753,2180
1898-08-09,,Tuesday,1754,654
1898-08-10,,Wednesday,1755,387
1898-08-11,,Thursday,1756,947
1898-08-12,,Friday,1757,1549
1898-08-13,,Saturday,1758,81
1898-08-15,,Monday,1759,573
1898-08-16,,Tuesday,1760,1519
1898-08-17,,Wednesday,1761,775
1898-08-18,,Thursday,1762,2661
1898-08-19,,Friday,1763,2692
1898-08-20,,Saturday,1764,3155
1898-08-22,,Monday,1765,766
1898-08-23,,Tuesday,1766,526
1898-08-24,,Wednesday,1767,3108
1898-08-25,,Thursday,1768,2315
1898-08-26,,Friday,1769,1393
1898-08-27,,Saturday,1770,2789
1898-08-29,,Monday,1771,230
1898-08-30,,Tuesday,1772,1759
1898-08-31,,Wednesday,1773,196
1898-09-01,,Thursday,1774,1875
1898-09-02,,Friday,1775,3223
1898-09-03,,Saturday,1776,130
1898-09-05,,Monday,1777,1261
1898-09-06,,Tuesday,1778,583
1898-09-07,,Wednesday,1779,1246
1898-09-08,,Thursday,1780,615
1898-09-09,,Friday,1781,988
1898-09-10,,Saturday,1782,1543
1898-09-12,,Monday,1783,3568
1898-09-13,,Tuesday,1784,3391
1898-09-14,,Wednesday,1785,3224
1898-09-15,,Thursday,1786,243
1898-09-16,,Friday,1787,3472
1898-09-17,,Saturday,1788,815
1898-09-19,,Monday,1789,2790
1898-09-20,,Tuesday,1790,846
1898-09-21,,Wednesday,1791,2891
1898-09-22,,Thursday,1792,2120
1898-09-23,,Friday,1793,1047
1898-09-24,,Saturday,1794,214
1898-09-26,,Monday,1795,325
1898-09-27,,Tuesday,1796,1302
1898-09-28,,Wednesday,1797,3317
1898-09-29,,Thursday,1798,2978
1898-09-30,,Friday,1799,1003
1898-10-01,,Saturday,1800,194
1898-10-03,,Monday,1801,3260
1898-10-04,,Tuesday,1802,1964
1898-10-05,,Wednesday,1803,1651
1898-10-06,,Thursday,1804,3081
1898-10-07,,Friday,1805,3010
1898-10-08,,Saturday,1806,2151
1898-10-10,,Monday,1807,677
1898-10-11,,Tuesday,1808,575
1898-10-12,,Wednesday,1809,1645
1898-10-13,,Thursday,1810,2070
1898-10-14,,Friday,1811,3280
1898-10-15,,Saturday,1812,2765
1898-10-17,,Monday,1813,1901
1898-10-18,,Tuesday,1814,1793
1898-10-19,,Wednesday,1815,2018
1898-10-20,,Thursday,1816,1139
1898-10-21,,Friday,1817,2143
1898-10-22,,Saturday,1818,600
1898-10-24,,Monday,1819,3358
1898-10-25,,Tuesday,1820,2453
1898-10-26,,Wednesday,1821,3231
1898-10-27,,Thursday,1822,2882
1898-10-28,,Friday,1823,2103
1898-10-29,,Saturday,1824,3655
1898-10-31,,Monday,1825,3727
1898-11-01,,Tuesday,1826,1968
1898-11-02,,Wednesday,1827,2208
1898-11-03,,Thursday,1828,1488
1898-11-04,,Friday,1829,870
1898-11-05,,Saturday,1830,3064
1898-11-07,,Monday,1831,3686
1898-11-08,,Tuesday,1832,2031
1898-11-09,,Wednesday,1833,2520
1898-11-10,,Thursday,1834,3444
1898-11-11,,Friday,1835,218
1898-11-12,,Saturday,1836,1524
1898-11-14,,Monday,1837,2223
1898-11-15,,Tuesday,1838,242
1898-11-16,,Wednesday,1839,3347
1898-11-17,,Thursday,1840,1058
1898-11-18,,Friday,1841,206
1898-11-19,,Saturday,1842,3166
1898-11-21,,Monday,1843,1482
1898-11-22,,Tuesday,1844,3628
1898-11-23,,Wednesday,1845,34
1898-11-24,,Thursday,1846,2652
1898-11-25,,Friday,1847,3368
1898-11-26,,Saturday,1848,2644
1898-11-28,,Monday,1849,2130
1898-11-29,,Tuesday,1850,2137
1898-11-30,,Wednesday,1851,505
1898-12-01,,Thursday,1852,84
1898-12-02,,Friday,1853,60
1898-12-03,,Saturday,1854,2864
1898-12-05,,Monday,1855,432
1898-12-06,,Tuesday,1856,721
1898-12-07,,Wednesday,1857,524
1898-12-08,,Thursday,1858,3078
1898-12-09,,Friday,1859,549
1898-12-10,,Saturday,1860,465
1898-12-12,,Monday,1861,1184
1898-12-13,,Tuesday,1862,581
1898-12-14,,Wednesday,1863,364
1898-12-15,,Thursday,1864,2232
1898-12-16,,Friday,1865,2399
1898-12-17,,Saturday,1866,1705
1898-12-19,,Monday,1867,1274
1898-12-20,,Tuesday,1868,1222
1898-12-21,,Wednesday,1869,1785
1898-12-22,,Thursday,1870,2339
1898-12-23,,Friday,1871,1820
1898-12-24,,Saturday,1872,316
1898-12-26,,Monday,1873,3500
1898-12-27,,Tuesday,1874,866
1898-12-28,,Wednesday,1875,2187
1898-12-29,,Thursday,1876,3570
1898-12-30,,Friday,1877,209
1898-12-31,,Saturday,1878,2386
1899-01-02,,Monday,1879,224
1899-01-03,,Tuesday,1880,2454
1899-01-04,,Wednesday,1881,1507
1899-01-05,,Thursday,1882,2295
1899-01-06,,Friday,1883,3529
1899-01-07,,Saturday,1884,457
1899-01-09,,Monday,1885,986
1899-01-10,,Tuesday,1886,2704
1899-01-11,,Wednesday,1887,1907
1899-01-12,,Thursday,1888,1989
1899-01-13,,Friday,1889,353
1899-01-14,,Saturday,1890,2928
1899-01-16,,Monday,1891,923
1899-01-17,,Tuesday,1892,2058
1899-01-18,,Wednesday,1893,2722
1899-01-19,,Thursday,1894,2163
1899-01-20,,Friday,1895,990
1899-01-21,,Saturday,1896,451
1899-01-23,,Monday,1897,3084
1899-01-24,,Tuesday,1898,835
1899-01-25,,Wednesday,1899,1830
1899-01-26,,Thursday,1900,1783
1899-01-27,,Friday,1901,3563
1899-01-28,,Saturday,1902,1457
1899-01-30,,Monday,1903,902
1899-01-31,,Tuesday,1904,1290
1899-02-01,,Wednesday,1905,2851
1899-02-02,,Thursday,1906,478
1899-02-03,,Friday,1907,545
1899-02-04,,Saturday,1908,601
1899-02-06,,Monday,1909,3658
1899-02-07,,Tuesday,1910,964
1899-02-08,,Wednesday,1911,3058
1899-02-09,,Thursday,1912,2605
1899-02-10,,Friday,1913,579
1899-02-11,,Saturday,1914,1267
1899-02-13,,Monday,1915,3509
1899-02-14,,Tuesday,1916,1775
1899-02-15,,Wednesday,1917,3548
1899-02-16,,Thursday,1918,162
1899-02-17,,Friday,1919,1169
1899-02-18,,Saturday,1920,1347
1899-02-20,,Monday,1921,1195
1899-02-21,,Tuesday,1922,1535
1899-02-22,,Wednesday,1923,3096
1899-02-23,,Thursday,1924,2874
1899-02-24,,Friday,1925,2307
1899-02-25,,Saturday,1926,2028
1899-02-27,,Monday,1927,3372
1899-02-28,,Tuesday,1928,3294
1899-03-01,,Wednesday,1929,193
1899-03-02,,Thursday,1930,3180
1899-03-03,,Friday,1931,3093
1899-03-04,,Saturday,1932,1031
1899-03-06,,Monday,1933,529
1899-03-07,,Tuesday,1934,1983
1899-03-08,,Wednesday,1935,1375
1899-03-09,,Thursday,1936,3026
1899-03-10,,Friday,1937,3099
1899-03-11,,Saturday,1938,967
1899-03-13,,Monday,1939,3405
1899-03-14,,Tuesday,1940,1735
1899-03-15,,Wednesday,1941,3213
1899-03-16,,Thursday,1942,3185
1899-03-17,,Friday,1943,1271
1899-03-18,,Saturday,1944,930
1899-03-20,,Monday,1945,351
1899-03-21,,Tuesday,1946,2757
1899-03-22,,Wednesday,1947,2365
1899-03-23,,Thursday,1948,407
1899-03-24,,Friday,1949,2740
1899-03-25,,Saturday,1950,3138
1899-03-27,,Monday,1951,1356
1899-03-28,,Tuesday,1952,1059
1899-03-29,,Wednesday,1953,1365
1899-03-30,,Thursday,1954,2060
1899-03-31,,Friday,1955,3290
1899-04-01,,Saturday,1956,3733
1899-04-03,,Monday,1957,1174
1899-04-04,,Tuesday,1958,3176
1899-04-05,,Wednesday,1959,952
1899-04-06,,Thursday,1960,2625
1899-04-07,,Friday,1961,1563
1899-04-08,,Saturday,1962,917
1899-04-10,,Monday,1963,3234
1899-04-11,,Tuesday,1964,449
1899-04-12,,Wednesday,1965,1551
1899-04-13,,Thursday,1966,2036
1899-04-14,,Friday,1967,2211
1899-04-15,,Saturday,1968,3660
1899-04-17,,Monday,1969,1886
1899-04-18,,Tuesday,1970,2505
1899-04-19,,Wednesday,1971,3173
1899-04-20,,Thursday,1972,2769
1899-04-21,,Friday,1973,118
1899-04-22,,Saturday,1974,3253
1899-04-24,,Monday,1975,699
1899-04-25,,Tuesday,1976,3490
1899-04-26,,Wednesday,1977,383
1899-04-27,,Thursday,1978,3227
1899-04-28,,Friday,1979,2940
1899-04-29,,Saturday,1980,2427
1899-05-01,,Monday,1981,476
1899-05-02,,Tuesday,1982,720
1899-05-03,,Wednesday,1983,3428
1899-05-04,,Thursday,1984,1472
1899-05-05,,Friday,1985,3515
1899-05-06,,Saturday,1986,2096
1899-05-08,,Monday,1987,436
1899-05-09,,Tuesday,1988,1125
1899-05-10,,Wednesday,1989,851
1899-05-11,,Thursday,1990,670
1899-05-12,,Friday,1991,3745
1899-05-13,,Saturday,1992,90
1899-05-15,,Monday,1993,3610
1899-05-16,,Tuesday,1994,1157
1899-05-17,,Wednesday,1995,487
1899-05-18,,Thursday,1996,2777
1899-05-19,,Friday,1997,3353
1899-05-20,,Saturday,1998,854
1899-05-22,,Monday,1999,324
1899-05-23,,Tuesday,2000,1311
1899-05-24,,Wednesday,2001,2947
1899-05-25,,Thursday,2002,1361
1899-05-26,,Friday,2003,3522
1899-05-27,,Saturday,2004,2668
1899-05-29,,Monday,2005,1768
1899-05-30,,Tuesday,2006,1309
1899-05-31,,Wednesday,2007,1573
1899-06-01,,Thursday,2008,1138
1899-06-02,,Friday,2009,2129
1899-06-03,,Saturday,2010,3669
1899-06-05,,Monday,2011,2285
1899-06-06,,Tuesday,2012,3356
1899-06-07,,Wednesday,2013,3654
1899-06-08,,Thursday,2014,178
1899-06-09,,Friday,2015,1224
1899-06-10,,Saturday,2016,1368
1899-06-12,,Monday,2017,2200
1899-06-13,,Tuesday,2018,3
1899-06-14,,Wednesday,2019,941
1899-06-15,,Thursday,2020,3157
1899-06-16,,Friday,2021,2717
1899-06-17,,Saturday,2022,283
1899-06-19,,Monday,2023,821
1899-06-20,,Tuesday,2024,858
1899-06-21,,Wednesday,2025,1235
1899-06-22,,Thursday,2026,1614
1899-06-23,,Friday,2027,285
1899-06-24,,Saturday,2028,2466
1899-06-26,,Monday,2029,3518
1899-06-27,,Tuesday,2030,1662
1899-06-28,,Wednesday,2031,3708
1899-06-29,,Thursday,2032,1853
1899-06-30,,Friday,2033,2069
1899-07-01,,Saturday,2034,2212
1899-07-03,,Monday,2035,1796
1899-07-04,,Tuesday,2036,3139
1899-07-05,,Wednesday,2037,571
1899-07-06,,Thursday,2038,1966
1899-07-07,,Friday,2039,1210
1899-07-08,,Saturday,2040,17
1899-07-10,,Monday,2041,1136
1899-07-11,,Tuesday,2042,1500
1899-07-12,,Wednesday,2043,2877
1899-07-13,,Thursday,2044,2936
1899-07-14,,Friday,2045,3121
1899-07-15,,Saturday,2046,1976
1899-07-17,,Monday,2047,613
1899-07-18,,Tuesday,2048,1930
1899-07-19,,Wednesday,2049,2684
1899-07-20,,Thursday,2050,3057
1899-07-21,,Friday,2051,2432
1899-07-22,,Saturday,2052,3009
1899-07-24,,Monday,2053,3202
1899-07-25,,Tuesday,2054,2926
1899-07-26,,Wednesday,2055,294
1899-07-27,,Thursday,2056,310
1899-07-28,,Friday,2057,3574
1899-07-29,,Saturday,2058,1940
1899-07-31,,Monday,2059,2961
1899-08-01,,Tuesday,2060,462
1899-08-02,,Wednesday,2061,2506
1899-08-03,,Thursday,2062,3319
1899-08-04,,Friday,2063,1766
1899-08-05,,Saturday,2064,280
1899-08-07,,Monday,2065,2606
1899-08-08,,Tuesday,2066,732
1899-08-09,,Wednesday,2067,3604
1899-08-10,,Thursday,2068,2309
1899-08-11,,Friday,2069,1890
1899-08-12,,Saturday,2070,568
1899-08-14,,Monday,2071,838
1899-08-15,,Tuesday,2072,801
1899-08-16,,Wednesday,2073,1009
1899-08-17,,Thursday,2074,2214
1899-08-18,,Friday,2075,3205
1899-08-19,,Saturday,2076,3060
1899-08-21,,Monday,2077,1987
1899-08-22,,Tuesday,2078,2280
1899-08-23,,Wednesday,2079,1166
1899-08-24,,Thursday,2080,1697
1899-08-25,,Friday,2081,1803
1899-08-26,,Saturday,2082,805
1899-08-28,,Monday,2083,3640
1899-08-29,,Tuesday,2084,926
1899-08-30,,Wednesday,2085,1838
1899-08-31,,Thursday,2086,1967
1899-09-01,,Friday,2087,121
1899-09-02,,Saturday,2088,1196
1899-09-04,,Monday,2089,786
1899-09-05,,Tuesday,2090,3375
1899-09-06,,Wednesday,2091,3046
1899-09-07,,Thursday,2092,3722
1899-09-08,,Friday,2093,3362
1899-09-09,,Saturday,2094,1320
1899-09-11,,Monday,2095,744
1899-09-12,,Tuesday,2096,1683
1899-09-13,,Wednesday,2097,712
1899-09-14,,Thursday,2098,22
1899-09-15,,Friday,2099,3029
1899-09-16,,Saturday,2100,215
1899-09-18,,Monday,2101,1696
1899-09-19,,Tuesday,2102,2057
1899-09-20,,Wednesday,2103,3156
1899-09-21,,Thursday,2104,3489
1899-09-22,,Friday,2105,2567
1899-09-23,,Saturday,2106,2633
1899-09-25,,Monday,2107,1209
1899-09-26,,Tuesday,2108,2942
1899-09-27,,Wednesday,2109,1643
1899-09-28,,Thursday,2110,1831
1899-09-29,,Friday,2111,1129
1899-09-30,,Saturday,2112,3659
1899-10-02,,Monday,2113,758
1899-10-03,,Tuesday,2114,3201
1899-10-04,,Wednesday,2115,1569
1899-10-05,,Thursday,2116,495
1899-10-06,,Friday,2117,3297
1899-10-07,,Saturday,2118,2995
1899-10-09,,Monday,2119,1710
1899-10-10,,Tuesday,2120,2312
1899-10-11,,Wednesday,2121,1149
1899-10-12,,Thursday,2122,3607
1899-10-13,,Friday,2123,3218
1899-10-14,,Saturday,2124,3331
1899-10-16,,Monday,2125,1179
1899-10-17,,Tuesday,2126,523
1899-10-18,,Wednesday,2127,829
1899-10-19,,Thursday,2128,458
1899-10-20,,Friday,2129,1872
1899-10-21,,Saturday,2130,2631
1899-10-23,,Monday,2131,2121
1899-10-24,,Tuesday,2132,563
1899-10-25,,Wednesday,2133,2548
1899-10-26,,Thursday,2134,3461
1899-10-27,,Friday,2135,614
1899-10-28,,Saturday,2136,74
1899-10-30,,Monday,2137,23
1899-10-31,,Tuesday,2138,1499
1899-11-01,,Wednesday,2139,1096
1899-11-02,,Thursday,2140,1800
1899-11-03,,Friday,2141,3150
1899-11-04,,Saturday,2142,1460
1899-11-06,,Monday,2143,755
1899-11-07,,Tuesday,2144,2056
1899-11-08,,Wednesday,2145,1445
1899-11-09,,Thursday,2146,3619
1899-11-10,,Friday,2147,306
1899-11-11,,Saturday,2148,3338
1899-11-13,,Monday,2149,1689
1899-11-14,,Tuesday,2150,2394
1899-11-15,,Wednesday,2151,679
1899-11-16,,Thursday,2152,249
1899-11-17,,Friday,2153,2709
1899-11-18,,Saturday,2154,1679
1899-11-20,,Monday,2155,3335
1899-11-21,,Tuesday,2156,922
1899-11-22,,Wednesday,2157,85
1899-11-23,,Thursday,2158,190
1899-11-24,,Friday,2159,1362
1899-11-25,,Saturday,2160,1
1899-11-27,,Monday,2161,3508
1899-11-28,,Tuesday,2162,1087
1899-11-29,,Wednesday,2163,1233
1899-11-30,,Thursday,2164,1856
1899-12-01,,Friday,2165,972
1899-12-02,,Saturday,2166,2049
1899-12-04,,Monday,2167,145
1899-12-05,,Tuesday,2168,936
1899-12-06,,Wednesday,2169,1354
1899-12-07,,Thursday,2170,2236
1899-12-08,,Friday,2171,1998
1899-12-09,,Saturday,2172,2005
1899-12-11,,Monday,2173,2515
1899-12-12,,Tuesday,2174,1861
1899-12-13,,Wednesday,2175,3062
1899-12-14,,Thursday,2176,3553
1899-12-15,,Friday,2177,1364
1899-12-16,,Saturday,2178,376
1899-12-18,,Monday,2179,491
1899-12-19,,Tuesday,2180,2282
1899-12-20,,Wednesday,2181,883
1899-12-21,,Thursday,2182,1963
1899-12-22,,Friday,2183,672
1899-12-23,,Saturday,2184,2859
1899-12-25,,Monday,2185,2516
1899-12-26,,Tuesday,2186,2888
1899-12-27,,Wednesday,2187,3645
1899-12-28,,Thursday,2188,3526
1899-12-29,,Friday,2189,836
1899-12-30,,Saturday,2190,3069
1900-01-01,,Monday,2191,338
1900-01-02,,Tuesday,2192,168
1900-01-03,,Wednesday,2193,41
1900-01-04,,Thursday,2194,2085
1900-01-05,,Friday,2195,1698
1900-01-06,,Saturday,2196,2128
1900-01-08,,Monday,2197,1882
1900-01-09,,Tuesday,2198,2260
1900-01-10,,Wednesday,2199,1682
1900-01-11,,Thursday,2200,1008
1900-01-12,,Friday,2201,299
1900-01-13,,Saturday,2202,3538
1900-01-15,,Monday,2203,334
1900-01-16,,Tuesday,2204,3753
1900-01-17,,Wednesday,2205,2246
1900-01-18,,Thursday,2206,3324
1900-01-19,,Friday,2207,3534
1900-01-20,,Saturday,2208,3183
1900-01-22,,Monday,2209,2715
1900-01-23,,Tuesday,2210,1262
1900-01-24,,Wednesday,2211,3133
1900-01-25,,Thursday,2212,3478
1900-01-26,,Friday,2213,172
1900-01-27,,Saturday,2214,2878
1900-01-29,,Monday,2215,2996
1900-01-30,,Tuesday,2216,2749
1900-01-31,,Wednesday,2217,2794
1900-02-01,,Thursday,2218,2815
1900-02-02,,Friday,2219,3630
1900-02-03,,Saturday,2220,3700
1900-02-05,,Monday,2221,82
1900-02-06,,Tuesday,2222,656
1900-02-07,,Wednesday,2223,2732
1900-02-08,,Thursday,2224,983
1900-02-09,,Friday,2225,3680
1900-02-10,,Saturday,2226,2242
1900-02-12,,Monday,2227,2193
1900-02-13,,Tuesday,2228,970
1900-02-14,,Wednesday,2229,3242
1900-02-15,,Thursday,2230,368
1900-02-16,,Friday,2231,3000
1900-02-17,,Saturday,2232,834
1900-02-19,,Monday,2233,1097
1900-02-20,,Tuesday,2234,588
1900-02-21,,Wednesday,2235,1284
1900-02-22,,Thursday,2236,515
1900-02-23,,Friday,2237,2089
1900-02-24,,Saturday,2238,2133
1900-02-26,,Monday,2239,348
1900-02-27,,Tuesday,2240,1691
1900-02-28,,Wednesday,2241,675
1900-03-01,,Thursday,2242,293
1900-03-02,,Friday,2243,668
1900-03-03,,Saturday,2244,3221
1900-03-05,,Monday,2245,2385
1900-03-06,,Tuesday,2246,3649
1900-03-07,,Wednesday,2247,226
1900-03-08,,Thursday,2248,2228
1900-03-09,,Friday,2249,2409
1900-03-10,,Saturday,2250,2983
1900-03-12,,Monday,2251,3240
1900-03-13,,Tuesday,2252,1399
1900-03-14,,Wednesday,2253,315
1900-03-15,,Thursday,2254,539
1900-03-16,,Friday,2255,3674
1900-03-17,,Saturday,2256,1468
1900-03-19,,Monday,2257,3274
1900-03-20,,Tuesday,2258,3483
1900-03-21,,Wednesday,2259,1411
1900-03-22,,Thursday,2260,2902
1900-03-23,,Friday,2261,1245
1900-03-24,,Saturday,2262,918
1900-03-26,,Monday,2263,2615
1900-03-27,,Tuesday,2264,235
1900-03-28,,Wednesday,2265,257
1900-03-29,,Thursday,2266,2581
1900-03-30,,Friday,2267,1324
1900-03-31,,Saturday,2268,2564
1900-04-02,,Monday,2269,204
1900-04-03,,Tuesday,2270,2787
1900-04-04,,Wednesday,2271,3430
1900-04-05,,Thursday,2272,1532
1900-04-06,,Friday,2273,2871
1900-04-07,,Saturday,2274,106
1900-04-09,,Monday,2275,757
1900-04-10,,Tuesday,2276,2836
1900-04-11,,Wednesday,2277,1331
1900-04-12,,Thursday,2278,708
1900-04-13,,Friday,2279,2805
1900-04-14,,Saturday,2280,232
1900-04-16,,Monday,2281,1717
1900-04-17,,Tuesday,2282,2074
1900-04-18,,Wednesday,2283,1280
1900-04-19,,Thursday,2284,3222
1900-04-20,,Friday,2285,2736
1900-04-21,,Saturday,2286,1432
1900-04-23,,Monday,2287,2081
1900-04-24,,Tuesday,2288,3457
1900-04-25,,Wednesday,2289,562
1900-04-26,,Thursday,2290,2733
